,respondent_id,city_of_residence,citizenship,data_id,reason_name,amount,currency,transaction_date,account,transaction_id,surveyor,tool,timeline,transaction_type,payment_type,date_created,date_last_updated,edit_count,description,file,country_of_residence
43,129938,Gweru,Zimbabwe,IN00147119,irrua specialist  teaching  hospital,88000,NGN,2021-07-03,,,,,Full payment,,,2021-07-08,2021-07-08,0,,income,
44,129938,Gweru,Zimbabwe,IN00149970,crafish buz trading,420000,NGN,2021-07-10,,,,,Full payment,,,2021-07-13,2021-07-13,0,,income,
45,129938,Gweru,Zimbabwe,IN00162328,crafish buz trading,464000,NGN,2021-07-24,,,,,Full payment,,,2021-07-29,2021-07-29,0,,income,
46,129938,Gweru,Zimbabwe,IN00168864,irrua specialist  teaching  hospital,88000,NGN,2021-07-31,,,,,Full payment,,,2021-08-07,2021-08-07,0,,income,
47,129938,Gweru,Zimbabwe,IN00168865,crafish buz trading,460000,NGN,2021-07-31,,,,,Full payment,,,2021-08-07,2021-08-07,0,,income,
48,129938,Gweru,Zimbabwe,IN00172655,crafish buz trading,485000,NGN,2021-08-07,,,,,Full payment,,,2021-08-13,2021-08-13,0,,income,
49,129938,Gweru,Zimbabwe,IN00182825,crafish buz trading,396000,NGN,2021-08-21,,,,,Full payment,,,2021-08-27,2021-08-27,0,,income,
50,129938,Gweru,Zimbabwe,IN00195436,crafish buz trading,430000,NGN,2021-09-04,,,,,Full payment,,,2021-09-11,2021-09-11,0,,income,
51,129938,Gweru,Zimbabwe,IN00201329,crafish buz trading,485500,NGN,2021-09-11,,,,,Full payment,,,2021-09-17,2021-09-17,0,,income,
52,129938,Gweru,Zimbabwe,IN00210933,irrua specialist  teaching  hospital,88000,NGN,2021-10-02,,,,,Full payment,,,2021-10-08,2021-10-08,0,,income,
53,129938,Gweru,Zimbabwe,IN00210934,crafish buz trading,420000,NGN,2021-10-02,,,,,Full payment,,,2021-10-08,2021-10-08,0,,income,
54,129938,Gweru,Zimbabwe,IN00216203,crafish buz trading,280000,NGN,2021-10-16,,,,,Full payment,,,2021-10-20,2021-10-20,0,,income,
55,129938,Gweru,Zimbabwe,IN00222873,crafish buz trading,68000,NGN,2021-10-23,,,,,Full payment,,,2021-10-29,2021-10-29,0,,income,
56,129938,Gweru,Zimbabwe,IN00223162,crafish buz trading,285000,NGN,2021-10-30,,,,,Full payment,,,2021-10-30,2021-10-30,0,,income,
57,129938,Gweru,Zimbabwe,IN00229133,crafish buz trading,89000,NGN,2021-11-06,,,,,Full payment,,,2021-11-11,2021-11-11,0,,income,
58,129938,Gweru,Zimbabwe,IN00229132,irrua specialist  teaching  hospital,88000,NGN,2021-11-06,,,,,Full payment,,,2021-11-11,2021-11-11,0,,income,
59,129938,Gweru,Zimbabwe,IN00240169,crafish buz trading,34000,NGN,2021-12-04,,,,,Full payment,,,2021-12-04,2021-12-04,0,,income,
60,129938,Gweru,Zimbabwe,IN00245706,irrua specialist  teaching  hospital,88000,NGN,2021-12-11,,,,,Full payment,,,2021-12-16,2021-12-16,0,,income,
61,129938,Gweru,Zimbabwe,IN00245707,crafish buz trading,480000,NGN,2021-12-11,,,,,Full payment,,,2021-12-16,2021-12-16,0,,income,
62,129938,Gweru,Zimbabwe,IN00256392,crafish buz trading,480000,NGN,2021-12-25,,,,,Full payment,,,2022-01-04,2022-01-04,0,,income,
63,129938,Gweru,Zimbabwe,IN00275897,irrua specialist  teaching  hospital,88000,NGN,2021-12-25,,,,,Full payment,,,2021-12-28,2021-12-28,0,,income,
64,129938,Gweru,Zimbabwe,IN00275898,crafish buz trading,460000,NGN,2021-12-25,,,,,Full payment,,,2021-12-28,2021-12-28,0,,income,
65,129938,Gweru,Zimbabwe,IN00265626,crafish buz trading,430000,NGN,2022-01-15,,,,,Full payment,,,2022-01-19,2022-01-19,0,,income,
66,129938,Gweru,Zimbabwe,IN00280636,irrua specialist  teaching  hospital,144000,NGN,2022-02-05,,,,,Full payment,,,2022-02-05,2022-02-05,0,,income,
67,129938,Gweru,Zimbabwe,IN00280639,irrua specialist  teaching  hospital,2500,NGN,2022-02-05,,,,,Full payment,,,2022-02-05,2022-02-05,0,,income,
68,129938,Gweru,Zimbabwe,IN00304366,crafish buz trading,400000,NGN,2022-02-12,,,,,Full payment,,,2022-02-24,2022-02-24,0,,income,
69,129938,Gweru,Zimbabwe,IN00314746,crafish buz trading,320000,NGN,2022-03-03,,,,,Full payment,,,2022-03-10,2022-03-10,0,,income,
70,129938,Gweru,Zimbabwe,IN00314745,irrua specialist  teaching  hospital,88000,NGN,2022-03-05,,,,,Full payment,,,2022-03-10,2022-03-10,0,,income,
71,129938,Gweru,Zimbabwe,IN00329325,irrua specialist  teaching  hospital,88000,NGN,2022-04-02,,,,,Full payment,,,2022-04-03,2022-04-03,0,,income,
72,129938,Gweru,Zimbabwe,IN00329349,crafish buz trading,420000,NGN,2022-04-02,,,,,Full payment,,,2022-04-03,2022-04-03,0,,income,
73,129938,Gweru,Zimbabwe,IN00338899,crafish buz trading,420000,NGN,2022-04-09,,,,,Full payment,,,2022-04-21,2022-04-21,0,,income,
74,129938,Gweru,Zimbabwe,IN00342928,crafish buz trading,450000,NGN,2022-04-23,,,,,Full payment,,,2022-04-29,2022-04-29,0,,income,
75,129938,Gweru,Zimbabwe,IN00347921,irrua specialist  teaching  hospital,88000,NGN,2022-05-07,,,,,Full payment,,,2022-05-12,2022-05-12,0,,income,
76,129938,Gweru,Zimbabwe,IN00347922,crafish buz trading,495000,NGN,2022-05-07,,,,,Full payment,,,2022-05-12,2022-05-12,0,,income,
77,129938,Gweru,Zimbabwe,IN00357750,crafish buz trading,46500,NGN,2022-05-14,,,,,Full payment,,,2022-05-27,2022-05-27,0,,income,
78,129938,Gweru,Zimbabwe,IN00357751,crafish buz trading,245000,NGN,2022-05-21,,,,,Full payment,,,2022-05-27,2022-05-27,0,,income,
79,129938,Gweru,Zimbabwe,IN00367419,irrua specialist  teaching  hospital,88000,NGN,2022-06-04,,,,,Full payment,,,2022-06-13,2022-06-13,0,,income,
80,129938,Gweru,Zimbabwe,IN00367420,crafish buz trading,450000,NGN,2022-06-11,,,,,Full payment,,,2022-06-13,2022-06-13,0,,income,
81,129938,Gweru,Zimbabwe,IN00375986,irrua specialist  teaching  hospital,88000,NGN,2022-07-01,,,,,Time as expected,,,2022-07-04,2022-07-04,0,,income,
82,129938,Gweru,Zimbabwe,IN00375988,irrua specialist  teaching  hospital,485000,NGN,2022-07-01,First Bank,AR00438049,,,Earlier than expected,Cash,Full payment,2022-07-04,2022-07-04,0,,income,
83,129938,Gweru,Zimbabwe,IN00380339,crafish buz trading,2,NGN,2022-07-09,first abnk,AR00447421,,,,,,2022-07-14,2022-07-14,0,,income,
84,129938,Gweru,Zimbabwe,IN00380340,crafish buz trading,420000,NGN,2022-07-09,,,,,,Mobile money,,2022-07-14,2022-07-14,0,,income,
85,135128,Gweru,Zimbabwe,IN00000895,Eempower Government Grant,30000,NGN,2019-06-01,,,,,Full payment,,Full payment,,2021-02-01,1,,income,
86,135128,Gweru,Zimbabwe,IN00001200,Supermarket,20000,NGN,2019-06-13,,,,,Full payment,,Full payment,,,0,,income,
87,135128,Gweru,Zimbabwe,IN00001199,Eempower Government Grant,30000,NGN,2019-07-01,,,,,Full payment,,Full payment,,2021-02-01,1,,income,
88,135128,Gweru,Zimbabwe,IN00001417,Supermarket,15000,NGN,2019-07-20,,,,,Full payment,,Full payment,,,0,,income,
89,135128,Gweru,Zimbabwe,IN00001503,Eempower Government Grant,30000,NGN,2019-08-03,,,,,Full payment,,Full payment,,2021-02-01,1,,income,
90,135128,Gweru,Zimbabwe,IN00001721,Supermarket,20000,NGN,2019-08-24,,,,,Full payment,,Full payment,,,0,,income,
91,135128,Gweru,Zimbabwe,IN00002765,Eempower Government Grant,30000,NGN,2019-09-01,,,,,Full payment,,Full payment,,2021-02-01,1,,income,
92,135128,Gweru,Zimbabwe,IN00009046,Eempower Government Grant,30000,NGN,2019-10-05,,,,,Full payment,,Full payment,,2021-02-01,1,,income,
93,135128,Gweru,Zimbabwe,IN00008271,Eempower Government Grant,30000,NGN,2019-10-26,,,,,Full payment,,Full payment,,2021-02-01,1,,income,
94,135128,Gweru,Zimbabwe,IN00011833,Eempower Government Grant,30000,NGN,2019-11-01,,,,,Full payment,,Full payment,,2021-02-01,1,,income,
95,135128,Gweru,Zimbabwe,IN00009047,Eempower Government Grant,30000,NGN,2019-11-02,,,,,Full payment,,Full payment,,2021-02-01,1,,income,
96,135128,Gweru,Zimbabwe,IN00013784,Eempower Government Grant,30000,NGN,2019-12-07,,,,,Full payment,,Full payment,,2021-02-01,1,,income,
97,135128,Gweru,Zimbabwe,IN00014810,Supermarket,50000,NGN,2019-12-14,,,,,Full payment,,Full payment,,,0,,income,
98,135128,Gweru,Zimbabwe,IN00014905,Supermarket,60000,NGN,2019-12-21,,,,,Full payment,,Full payment,,,0,,income,
99,135128,Gweru,Zimbabwe,IN00016141,Supermarket,80000,NGN,2019-12-28,,,,,Full payment,,Full payment,,,0,,income,
100,135128,Gweru,Zimbabwe,IN00017787,Supermarket,20000,NGN,2020-01-18,,,,,Full payment,,Full payment,,,0,,income,
101,135128,Gweru,Zimbabwe,IN00018328,Supermarket,15000,NGN,2020-01-25,,,,,Full payment,,Full payment,,,0,,income,
102,135128,Gweru,Zimbabwe,IN00020517,Eempower Government Grant,30000,NGN,2020-02-01,,,,,Full payment,,Full payment,,2021-02-01,1,,income,
103,135128,Gweru,Zimbabwe,IN00026421,Supermarket,10000,NGN,2020-04-11,,,,,Full payment,,Full payment,2020-04-16,2020-04-16,0,,income,
104,135128,Gweru,Zimbabwe,IN00028696,Supermarket,20000,NGN,2020-04-18,,,,,Full payment,,Full payment,2020-04-26,2020-04-26,0,,income,
105,135128,Gweru,Zimbabwe,IN00028697,Supermarket,50000,NGN,2020-04-25,,,,,Full payment,,Full payment,2020-04-26,2020-04-26,0,,income,
106,135128,Gweru,Zimbabwe,IN00029594,Supermarket,50000,NGN,2020-05-02,,,,,Full payment,,Full payment,2020-05-06,2020-05-06,0,,income,
107,135128,Gweru,Zimbabwe,IN00031654,Supermarket,40000,NGN,2020-05-16,,,,,Full payment,,Full payment,2020-05-22,2020-05-22,0,,income,
108,135128,Gweru,Zimbabwe,IN00032179,Supermarket,50000,NGN,2020-05-23,,,,,Full payment,,Full payment,2020-05-28,2020-05-28,0,,income,
109,135128,Gweru,Zimbabwe,IN00033051,Supermarket,5000,NGN,2020-05-30,,,,,Full payment,,Full payment,2020-06-04,2020-06-04,0,,income,
110,135128,Gweru,Zimbabwe,IN00034607,Supermarket,5000,NGN,2020-06-06,,,,,Full payment,,Full payment,2020-06-11,2020-06-11,0,,income,
111,135128,Gweru,Zimbabwe,IN00036211,Supermarket,5000,NGN,2020-06-13,,,,,Full payment,,Full payment,2020-06-23,2020-06-23,0,,income,
112,135128,Gweru,Zimbabwe,IN00037985,Supermarket,30000,NGN,2020-06-27,,,,,Full payment,,Full payment,2020-06-30,2020-06-30,0,,income,
113,135128,Gweru,Zimbabwe,IN00039406,Supermarket,20000,NGN,2020-07-04,,,,,Full payment,,Full payment,2020-07-14,2020-07-14,0,,income,
114,135128,Gweru,Zimbabwe,IN00041763,Supermarket,20000,NGN,2020-07-18,,,,,Full payment,,Full payment,2020-07-23,2020-07-23,0,,income,
115,135128,Gweru,Zimbabwe,IN00042620,Supermarket,20000,NGN,2020-07-25,,,,,Full payment,,Full payment,2020-07-29,2020-07-29,0,,income,
116,135128,Gweru,Zimbabwe,IN00044696,Supermarket,20000,NGN,2020-08-01,,,,,Full payment,,Full payment,2020-08-06,2020-08-06,0,,income,
117,135128,Gweru,Zimbabwe,IN00046213,Supermarket,30000,NGN,2020-08-08,,,,,Full payment,,Full payment,2020-08-13,2020-08-13,0,,income,
118,135128,Gweru,Zimbabwe,IN00046858,Supermarket,5000,NGN,2020-08-15,,,,,Full payment,,Full payment,2020-08-19,2020-08-19,0,,income,
119,135128,Gweru,Zimbabwe,IN00049451,Supermarket,20000,NGN,2020-09-01,,,,,Full payment,,Full payment,2020-09-03,2020-09-03,0,,income,
120,135128,Gweru,Zimbabwe,IN00053259,Supermarket,10000,NGN,2020-09-26,,,,,Full payment,,Full payment,2020-09-30,2020-09-30,0,,income,
121,135128,Gweru,Zimbabwe,IN00054402,Supermarket,50000,NGN,2020-10-01,,,,,Full payment,,Full payment,2020-10-09,2020-10-09,0,,income,
122,135128,Gweru,Zimbabwe,IN00055134,Supermarket,5000,NGN,2020-10-10,,,,,Full payment,,Full payment,2020-10-14,2020-10-14,0,,income,
123,135128,Gweru,Zimbabwe,IN00056176,Supermarket,20000,NGN,2020-10-17,,,,,Full payment,,Full payment,2020-10-21,2020-10-21,0,,income,
124,135128,Gweru,Zimbabwe,IN00057335,Supermarket,10000,NGN,2020-10-24,,,,,Full payment,,Full payment,2020-10-29,2020-10-29,0,,income,
125,135128,Gweru,Zimbabwe,IN00059045,Supermarket,20000,NGN,2020-10-31,,,,,Full payment,,Full payment,2020-11-06,2020-11-06,0,,income,
126,135128,Gweru,Zimbabwe,IN00060291,Supermarket,50000,NGN,2020-11-07,,,,,Full payment,,Full payment,2020-11-12,2020-11-12,0,,income,
127,135128,Gweru,Zimbabwe,IN00061901,Supermarket,20000,NGN,2020-11-14,,,,,Full payment,,,2020-11-19,2020-11-19,0,,income,
128,135128,Gweru,Zimbabwe,IN00063970,Supermarket,350000,NGN,2020-11-21,,,,,Full payment,,,2020-11-28,2020-11-28,0,,income,
129,135128,Gweru,Zimbabwe,IN00068088,Supermarket,65000,NGN,2020-12-05,,,,,Full payment,,,2020-12-11,2020-12-11,0,,income,
130,135128,Gweru,Zimbabwe,IN00070533,Supermarket,50000,NGN,2020-12-12,,,,,Full payment,,,2020-12-20,2020-12-20,0,,income,
131,135128,Gweru,Zimbabwe,IN00069484,Supermarket,15000,NGN,2020-12-12,,,,,Full payment,,,2020-12-16,2020-12-16,0,,income,
132,135128,Gweru,Zimbabwe,IN00071967,Supermarket,50000,NGN,2020-12-19,,,,,Full payment,,,2020-12-24,2020-12-24,0,,income,
133,135128,Gweru,Zimbabwe,IN00075184,Supermarket,20000,NGN,2021-01-02,,,,,Full payment,,,2021-01-09,2021-01-09,0,,income,
134,135128,Gweru,Zimbabwe,IN00076691,Supermarket,10000,NGN,2021-01-09,,,,,Full payment,,,2021-01-16,2021-01-16,0,,income,
135,135128,Gweru,Zimbabwe,IN00086201,Supermarket,15000,NGN,2021-01-23,,,,,Full payment,,,2021-01-30,2021-01-30,0,,income,
136,135128,Gweru,Zimbabwe,IN00086202,Supermarket,15000,NGN,2021-01-23,,,,,Full payment,,,2021-01-30,2021-01-30,0,,income,
137,135128,Gweru,Zimbabwe,IN00089332,Supermarket,5000,NGN,2021-02-13,,,,,Full payment,,,2021-02-20,2021-02-20,0,,income,
138,135128,Gweru,Zimbabwe,IN00095804,Supermarket,35000,NGN,2021-02-27,,,,,Full payment,,,2021-03-05,2021-03-05,0,,income,
139,135128,Gweru,Zimbabwe,IN00097715,Supermarket,60000,NGN,2021-03-06,,,,,Full payment,,,2021-03-10,2021-03-10,0,,income,
140,135128,Gweru,Zimbabwe,IN00101099,Supermarket,20000,NGN,2021-03-13,,,,,Full payment,,,2021-03-15,2021-03-15,0,,income,
141,135128,Gweru,Zimbabwe,IN00105917,Supermarket,15000,NGN,2021-03-20,,,,,Full payment,,,2021-03-24,2021-03-24,0,,income,
142,135128,Gweru,Zimbabwe,IN00105918,Eempower Government Grant,50000,NGN,2021-03-27,,,,,Full payment,,,2021-04-01,2021-04-01,0,,income,
143,135128,Gweru,Zimbabwe,IN00108625,Eempower Government Grant,30000,NGN,2021-04-01,,,,,Full payment,,,2021-04-08,2021-04-08,0,,income,
144,135128,Gweru,Zimbabwe,IN00108626,empower eco state,15000,NGN,2021-04-10,,,,,Full payment,,,2021-04-12,2021-04-12,0,,income,
145,135128,Gweru,Zimbabwe,IN00109948,Eempower Government Grant,30000,NGN,2021-04-17,,,,,Full payment,,,2021-04-18,2021-04-18,0,,income,
146,135128,Gweru,Zimbabwe,IN00122378,Eempower Government Grant,40000,NGN,2021-05-01,,,,,Full payment,,,2021-05-05,2021-05-05,0,,income,
147,135128,Gweru,Zimbabwe,IN00127491,Gift,40000,NGN,2021-05-08,,,,,Full payment,,,2021-05-12,2021-05-12,0,,income,
148,135128,Gweru,Zimbabwe,IN00132029,Gift,40000,NGN,2021-05-22,,,,,Full payment,,,2021-05-28,2021-05-28,0,,income,
149,135128,Gweru,Zimbabwe,IN00133263,Gift,50000,NGN,2021-06-01,,,,,Full payment,,,2021-06-01,2021-06-01,0,,income,
150,135128,Gweru,Zimbabwe,IN00140269,Gift,100000,NGN,2021-06-19,,,,,Full payment,,,2021-06-23,2021-06-23,0,,income,
151,135128,Gweru,Zimbabwe,IN00148627,Gift,50000,NGN,2021-06-26,,,,,Full payment,,,2021-06-30,2021-06-30,0,,income,
152,135128,Gweru,Zimbabwe,IN00148628,Eempower Government Grant,500000,NGN,2021-07-03,,,,,Full payment,,,2021-07-11,2021-07-11,0,,income,
153,135128,Gweru,Zimbabwe,IN00151407,Gift,30000,NGN,2021-07-10,,,,,Full payment,,,2021-07-15,2021-07-15,0,,income,
154,135128,Gweru,Zimbabwe,IN00154474,Gift,50000,NGN,2021-07-17,,,,,Full payment,,,2021-07-20,2021-07-20,0,,income,
155,135128,Gweru,Zimbabwe,IN00162419,Gift,60000,NGN,2021-07-24,,,,,Full payment,,,2021-07-28,2021-07-28,0,,income,
156,135128,Gweru,Zimbabwe,IN00161383,Gift,40000,NGN,2021-07-28,,,,,Full payment,,,2021-07-28,2021-07-28,0,,income,
157,135128,Gweru,Zimbabwe,IN00180615,Gift,80000,NGN,2021-08-14,,,,,Full payment,,,2021-08-20,2021-08-20,0,,income,
158,135128,Gweru,Zimbabwe,IN00180616,Gift,50000,NGN,2021-08-21,,,,,Full payment,,,2021-08-25,2021-08-25,0,,income,
159,135128,Gweru,Zimbabwe,IN00186137,Gift,80000,NGN,2021-08-31,,,,,Full payment,,,2021-09-01,2021-09-01,0,,income,
160,135128,Gweru,Zimbabwe,IN00206295,Gift,150000,NGN,2021-09-18,,,,,Full payment,,,2021-09-27,2021-09-27,0,,income,
161,135128,Gweru,Zimbabwe,IN00211465,Gift,50000,NGN,2021-10-02,,,,,Full payment,,,2021-10-10,2021-10-10,0,,income,
162,135128,Gweru,Zimbabwe,IN00211466,Gift,100000,NGN,2021-10-09,,,,,Full payment,,,2021-10-10,2021-10-10,0,,income,
163,135128,Gweru,Zimbabwe,IN00217177,Gift,40000,NGN,2021-10-16,,,,,Full payment,,,2021-10-21,2021-10-21,0,,income,
164,135128,Gweru,Zimbabwe,IN00223155,Gift,100000,NGN,2021-10-30,,,,,Full payment,,,2021-10-30,2021-10-30,0,,income,
165,135128,Gweru,Zimbabwe,IN00234109,Gift,150000,NGN,2021-11-06,,,,,Full payment,,,2021-11-12,2021-11-12,0,,income,
166,135128,Gweru,Zimbabwe,IN00237270,Gift,20000,NGN,2021-11-20,,,,,Full payment,,,2021-11-24,2021-11-24,0,,income,
167,135128,Gweru,Zimbabwe,IN00247292,Gift,20000,NGN,2021-12-04,,,,,Full payment,,,2021-12-05,2021-12-05,0,,income,
168,135128,Gweru,Zimbabwe,IN00247293,Gift,40000,NGN,2021-12-11,,,,,Full payment,,,2021-12-19,2021-12-19,0,,income,
169,135128,Gweru,Zimbabwe,IN00260349,Gift,20000,NGN,2022-01-08,,,,,Full payment,,,2022-01-12,2022-01-12,0,,income,
170,135128,Gweru,Zimbabwe,IN00262543,Gift,50000,NGN,2022-01-15,,,,,Full payment,,,2022-01-16,2022-01-16,0,,income,
171,135128,Gweru,Zimbabwe,IN00280513,Gift,50000,NGN,2022-01-29,,,,,Full payment,,,2022-02-05,2022-02-05,0,,income,
172,135128,Gweru,Zimbabwe,IN00305278,Gift,50000,NGN,2022-02-12,,,,,Full payment,,,2022-02-24,2022-02-24,0,,income,
173,135128,Gweru,Zimbabwe,IN00316878,Gift,100000,NGN,2022-03-05,,,,,Full payment,,,2022-03-12,2022-03-12,0,,income,
174,135128,Gweru,Zimbabwe,IN00329690,Gift,100000,NGN,2022-04-02,,,,,Full payment,,,2022-04-03,2022-04-03,0,,income,
175,135128,Gweru,Zimbabwe,IN00343937,Gift,50000,NGN,2022-04-30,,,,,Full payment,,,2022-05-03,2022-05-03,0,,income,
176,135128,Gweru,Zimbabwe,IN00348475,Gift,150000,NGN,2022-05-07,,,,,Full payment,,,2022-05-13,2022-05-13,0,,income,
